Typical Measured Spectrum of Semrock FF01-700/13 Optical Filter	
423.8	1.0793e-07
424.0	1.0555e-07
424.2	1.0323e-07
424.4	1.0095e-07
424.6	8.2265e-08
424.8	6.5311e-08
425.0	5.1851e-08
425.2	4.1165e-08
425.4	3.2681e-08
425.6	2.5946e-08
425.8	2.0598e-08
426.0	1.6353e-08
426.2	1.2983e-08
426.4	1.1276e-08
426.6	1.2917e-08
426.8	1.4797e-08
427.0	1.695e-08
427.2	1.9417e-08
427.4	2.2242e-08
427.6	2.5479e-08
427.8	2.9187e-08
428.0	3.3435e-08
428.2	3.8301e-08
428.4	4.3413e-08
428.6	4.5172e-08
428.8	4.7003e-08
429.0	4.8908e-08
429.2	5.089e-08
429.4	5.2952e-08
429.6	5.5098e-08
429.8	5.7331e-08
430.0	5.9654e-08
430.2	6.2071e-08
430.4	6.4587e-08
430.6	7.0719e-08
430.8	7.7535e-08
431.0	8.5008e-08
431.2	9.3201e-08
431.4	1.0218e-07
431.6	1.1203e-07
431.8	1.2283e-07
432.0	1.3467e-07
432.2	1.4765e-07
432.4	1.6188e-07
432.6	1.7748e-07
432.8	1.9459e-07
433.0	2.0894e-07
433.2	2.1923e-07
433.4	2.3002e-07
433.6	2.4135e-07
433.8	2.5324e-07
434.0	2.6571e-07
434.2	2.788e-07
434.4	2.9253e-07
434.6	3.0694e-07
434.8	3.2206e-07
435.0	1.6048e-07
435.2	1.2017e-07
435.4	8.9979e-08
435.6	6.7375e-08
435.8	5.0449e-08
436.0	3.7775e-08
436.2	2.8285e-08
436.4	2.1179e-08
436.6	1.5859e-08
436.8	1.1875e-08
437.0	8.8916e-09
437.2	1.0995e-08
437.4	1.3629e-08
437.6	1.6896e-08
437.8	2.0944e-08
438.0	2.5964e-08
438.2	3.2185e-08
438.4	3.9898e-08
438.6	4.946e-08
438.8	6.1312e-08
439.0	7.6005e-08
439.2	8.7499e-08
439.4	9.9574e-08
439.6	1.1331e-07
439.8	1.2895e-07
440.0	1.4675e-07
440.2	1.67e-07
440.4	1.9004e-07
440.6	2.1627e-07
440.8	2.4612e-07
441.0	2.8008e-07
441.2	2.9387e-07
441.4	2.9943e-07
441.6	3.0511e-07
441.8	3.1089e-07
442.0	3.1678e-07
442.2	3.2278e-07
442.4	3.2889e-07
442.6	3.3512e-07
442.8	3.4147e-07
443.0	3.4794e-07
443.2	3.0076e-07
443.4	2.3402e-07
443.6	1.8209e-07
443.8	1.4168e-07
444.0	1.1024e-07
444.2	8.5776e-08
444.4	6.6741e-08
444.6	5.1931e-08
444.8	4.0407e-08
445.0	3.144e-08
445.2	3.2646e-08
445.4	3.3898e-08
445.6	3.5199e-08
445.8	3.6549e-08
446.0	3.7951e-08
446.2	3.9406e-08
446.4	4.0918e-08
446.6	4.2487e-08
446.8	4.4117e-08
447.0	4.5809e-08
447.2	4.5701e-08
447.4	4.5575e-08
447.6	4.5449e-08
447.8	4.5323e-08
448.0	4.5198e-08
448.2	4.5073e-08
448.4	4.4949e-08
448.6	4.4824e-08
448.8	4.4701e-08
449.0	4.4577e-08
449.2	5.1062e-08
449.4	5.9769e-08
449.6	6.996e-08
449.8	8.1889e-08
450.0	9.5853e-08
450.2	1.122e-07
450.4	1.3133e-07
450.6	1.5372e-07
450.8	1.7993e-07
451.0	2.1062e-07
451.2	2.3023e-07
451.4	2.457e-07
451.6	2.6221e-07
451.8	2.7982e-07
452.0	2.9862e-07
452.2	3.1869e-07
452.4	3.401e-07
452.6	3.6295e-07
452.8	3.8733e-07
453.0	4.1335e-07
453.2	3.5517e-07
453.4	2.6721e-07
453.6	2.0103e-07
453.8	1.5125e-07
454.0	1.1379e-07
454.2	8.5611e-08
454.4	6.4409e-08
454.6	4.8458e-08
454.8	3.6457e-08
455.0	2.7429e-08
455.2	2.9153e-08
455.4	3.0986e-08
455.6	3.2934e-08
455.8	3.5004e-08
456.0	3.7205e-08
456.2	3.9544e-08
456.4	4.203e-08
456.6	4.4672e-08
456.8	4.748e-08
457.0	5.0376e-08
457.2	3.755e-08
457.4	2.7989e-08
457.6	2.0863e-08
457.8	1.5551e-08
458.0	1.1592e-08
458.2	8.6403e-09
458.4	6.4404e-09
458.6	4.8006e-09
458.8	3.5783e-09
459.0	2.6673e-09
459.2	3.2604e-09
459.4	4.2501e-09
459.6	5.5402e-09
459.8	7.2219e-09
460.0	9.4141e-09
460.2	1.2272e-08
460.4	1.5997e-08
460.6	2.0852e-08
460.8	2.7182e-08
461.0	3.5433e-08
461.2	3.0583e-08
461.4	2.3339e-08
461.6	1.781e-08
461.8	1.3591e-08
462.0	1.0372e-08
462.2	7.9149e-09
462.4	6.0401e-09
462.6	4.6093e-09
462.8	3.5174e-09
463.0	2.6842e-09
463.2	3.1458e-09
463.4	4.6215e-09
463.6	6.7893e-09
463.8	9.9742e-09
464.0	1.4653e-08
464.2	2.1526e-08
464.4	3.1624e-08
464.6	4.6459e-08
464.8	6.8253e-08
465.0	1.0027e-07
465.2	1.1082e-07
465.4	1.2248e-07
465.6	1.3537e-07
465.8	1.4961e-07
466.0	1.6535e-07
466.2	1.8275e-07
466.4	2.0198e-07
466.6	2.2323e-07
466.8	2.4672e-07
467.0	2.7268e-07
467.2	2.3573e-07
467.4	2.0226e-07
467.6	1.7353e-07
467.8	1.4889e-07
468.0	1.2774e-07
468.2	1.096e-07
468.4	9.4036e-08
468.6	8.0681e-08
468.8	6.9223e-08
469.0	5.9392e-08
469.2	5.736e-08
469.4	5.6521e-08
469.6	5.5694e-08
469.8	5.4879e-08
470.0	5.4075e-08
470.2	5.3284e-08
470.4	5.2504e-08
470.6	5.1736e-08
470.8	5.0979e-08
471.0	5.0233e-08
471.2	4.5075e-08
471.4	3.9171e-08
471.6	3.404e-08
471.8	2.9582e-08
472.0	2.5707e-08
472.2	2.234e-08
472.4	1.9414e-08
472.6	1.6871e-08
472.8	1.4661e-08
473.0	1.2741e-08
473.2	1.3421e-08
473.4	1.579e-08
473.6	1.8576e-08
473.8	2.1855e-08
474.0	2.5713e-08
474.2	3.0251e-08
474.4	3.559e-08
474.6	4.1872e-08
474.8	4.9262e-08
475.0	5.7956e-08
475.2	6.7207e-08
475.4	7.7935e-08
475.6	9.0375e-08
475.8	1.048e-07
476.0	1.2153e-07
476.2	1.4093e-07
476.4	1.6342e-07
476.6	1.8951e-07
476.8	2.1976e-07
477.0	2.5484e-07
477.2	2.2467e-07
477.4	1.9753e-07
477.6	1.7366e-07
477.8	1.5268e-07
478.0	1.3424e-07
478.2	1.1802e-07
478.4	1.0376e-07
478.6	9.1225e-08
478.8	8.0204e-08
479.0	7.0515e-08
479.2	7.9545e-08
479.4	9.2835e-08
479.6	1.0835e-07
479.8	1.2645e-07
480.0	1.4757e-07
480.2	1.7223e-07
480.4	2.01e-07
480.6	2.3459e-07
480.8	2.7378e-07
481.0	3.1952e-07
481.2	2.9407e-07
481.4	2.5261e-07
481.6	2.17e-07
481.8	1.8641e-07
482.0	1.6013e-07
482.2	1.3755e-07
482.4	1.1816e-07
482.6	1.015e-07
482.8	8.7193e-08
483.0	7.4901e-08
483.2	5.8174e-08
483.4	4.3042e-08
483.6	3.1847e-08
483.8	2.3563e-08
484.0	1.7434e-08
484.2	1.29e-08
484.4	9.5443e-09
484.6	7.0618e-09
484.8	5.225e-09
485.0	3.866e-09
485.2	3.5395e-09
485.4	3.2406e-09
485.6	2.9669e-09
485.8	2.7164e-09
486.0	2.487e-09
486.2	2.2769e-09
486.4	2.0847e-09
486.6	1.9086e-09
486.8	1.7474e-09
487.0	1.5999e-09
487.2	1.5873e-09
487.4	1.5807e-09
487.6	1.5743e-09
487.8	1.5678e-09
488.0	1.5613e-09
488.2	1.5549e-09
488.4	1.5485e-09
488.6	1.5422e-09
488.8	1.5359e-09
489.0	1.5295e-09
489.2	1.5234e-09
489.4	1.5172e-09
489.6	1.5111e-09
489.8	1.505e-09
490.0	1.499e-09
490.2	1.4929e-09
490.4	1.4869e-09
490.6	1.4809e-09
490.8	1.475e-09
491.0	1.469e-09
491.2	1.4633e-09
491.4	1.4576e-09
491.6	1.452e-09
491.8	1.4463e-09
492.0	1.4407e-09
492.2	1.4351e-09
492.4	1.4296e-09
492.6	1.424e-09
492.8	1.4185e-09
493.0	1.413e-09
493.2	1.7044e-09
493.4	2.2691e-09
493.6	3.0208e-09
493.8	4.0214e-09
494.0	5.3536e-09
494.2	7.1271e-09
494.4	9.4882e-09
494.6	1.2631e-08
494.8	1.6816e-08
495.0	2.2386e-08
495.2	1.8057e-08
495.4	1.4565e-08
495.6	1.1749e-08
495.8	9.4769e-09
496.0	7.6443e-09
496.2	6.166e-09
496.4	4.9737e-09
496.6	4.0119e-09
496.8	3.2361e-09
497.0	2.6103e-09
497.2	3.0458e-09
497.4	3.6236e-09
497.6	4.3111e-09
497.8	5.129e-09
498.0	6.1021e-09
498.2	7.2598e-09
498.4	8.6371e-09
498.6	1.0276e-08
498.8	1.2225e-08
499.0	1.4545e-08
499.2	1.487e-08
499.4	1.4817e-08
499.6	1.4764e-08
499.8	1.4712e-08
500.0	1.4659e-08
500.2	1.4607e-08
500.4	1.4555e-08
500.6	1.4503e-08
500.8	1.4451e-08
501.0	1.4399e-08
501.2	1.1889e-08
501.4	9.2652e-09
501.6	7.2205e-09
501.8	5.627e-09
502.0	4.3852e-09
502.2	3.4175e-09
502.4	2.6633e-09
502.6	2.0755e-09
502.8	1.6175e-09
503.0	1.2605e-09
503.2	1.1597e-09
503.4	1.1557e-09
503.6	1.1518e-09
503.8	1.1478e-09
504.0	1.1439e-09
504.2	1.14e-09
504.4	1.1361e-09
504.6	1.1322e-09
504.8	1.1283e-09
505.0	1.1244e-09
505.2	1.311e-09
505.4	1.5285e-09
505.6	1.7821e-09
505.8	2.0778e-09
506.0	2.4226e-09
506.2	2.8246e-09
506.4	3.2933e-09
506.6	3.8397e-09
506.8	4.4768e-09
507.0	5.2196e-09
507.2	5.9081e-09
507.4	6.6802e-09
507.6	7.5532e-09
507.8	8.5403e-09
508.0	9.6565e-09
508.2	1.0918e-08
508.4	1.2345e-08
508.6	1.3959e-08
508.8	1.5783e-08
509.0	1.7846e-08
509.2	1.7034e-08
509.4	1.5871e-08
509.6	1.4787e-08
509.8	1.3777e-08
510.0	1.2836e-08
510.2	1.196e-08
510.4	1.1143e-08
510.6	1.0382e-08
510.8	9.6728e-09
511.0	9.0122e-09
511.2	8.1271e-09
511.4	7.2656e-09
511.6	6.4955e-09
511.8	5.8069e-09
512.0	5.1914e-09
512.2	4.6411e-09
512.4	4.1491e-09
512.6	3.7093e-09
512.8	3.3161e-09
513.0	2.9646e-09
513.2	3.0066e-09
513.4	3.2145e-09
513.6	3.4368e-09
513.8	3.6745e-09
514.0	3.9286e-09
514.2	4.2002e-09
514.4	4.4907e-09
514.6	4.8012e-09
514.8	5.1332e-09
515.0	5.4882e-09
515.2	4.5883e-09
515.4	3.8359e-09
515.6	3.207e-09
515.8	2.6811e-09
516.0	2.2415e-09
516.2	1.8739e-09
516.4	1.5667e-09
516.6	1.3098e-09
516.8	1.095e-09
517.0	9.1546e-10
517.2	9.9588e-10
517.4	1.1067e-09
517.6	1.2299e-09
517.8	1.3668e-09
518.0	1.519e-09
518.2	1.688e-09
518.4	1.8759e-09
518.6	2.0847e-09
518.8	2.3168e-09
519.0	2.5747e-09
519.2	2.6148e-09
519.4	2.6104e-09
519.6	2.606e-09
519.8	2.6016e-09
520.0	2.5972e-09
520.2	2.5929e-09
520.4	2.5885e-09
520.6	2.5841e-09
520.8	2.5798e-09
521.0	2.5754e-09
521.2	2.9516e-09
521.4	3.5334e-09
521.6	4.2298e-09
521.8	5.0636e-09
522.0	6.0617e-09
522.2	7.2565e-09
522.4	8.6868e-09
522.6	1.0399e-08
522.8	1.2449e-08
523.0	1.4903e-08
523.2	1.5221e-08
523.4	1.4451e-08
523.6	1.372e-08
523.8	1.3026e-08
524.0	1.2367e-08
524.2	1.1741e-08
524.4	1.1147e-08
524.6	1.0583e-08
524.8	1.0048e-08
525.0	9.5397e-09
525.2	7.4424e-09
525.4	5.8062e-09
525.6	4.5298e-09
525.8	3.5339e-09
526.0	2.757e-09
526.2	2.1509e-09
526.4	1.678e-09
526.6	1.3091e-09
526.8	1.0213e-09
527.0	7.9678e-10
527.2	7.8325e-10
527.4	7.8141e-10
527.6	7.7956e-10
527.8	7.7773e-10
528.0	7.7589e-10
528.2	7.7406e-10
528.4	7.7224e-10
528.6	7.7042e-10
528.8	7.686e-10
529.0	7.6679e-10
529.2	7.6539e-10
529.4	7.6405e-10
529.6	7.6272e-10
529.8	7.6139e-10
530.0	7.6006e-10
530.2	7.5873e-10
530.4	7.5741e-10
530.6	7.5609e-10
530.8	7.5477e-10
531.0	7.5346e-10
531.2	7.5188e-10
531.4	7.5024e-10
