Typical Measured Spectrum of Semrock FF01-795/150 Optical Filter	
414.0	2.4999e-06
414.2	2.4416e-06
414.4	2.3847e-06
414.6	2.3291e-06
414.8	2.2748e-06
415.0	2.2218e-06
415.2	2.1799e-06
415.4	2.1557e-06
415.6	2.1318e-06
415.8	2.1082e-06
416.0	2.0848e-06
416.2	2.0617e-06
416.4	2.0388e-06
416.6	2.0162e-06
416.8	1.9938e-06
417.0	1.9717e-06
417.2	1.9498e-06
417.4	1.9282e-06
417.6	1.9068e-06
417.8	1.8857e-06
418.0	1.8648e-06
418.2	1.8441e-06
418.4	1.8236e-06
418.6	1.8034e-06
418.8	1.7834e-06
419.0	1.7521e-06
419.2	1.7195e-06
419.4	1.6876e-06
419.6	1.6562e-06
419.8	1.6255e-06
420.0	1.5953e-06
420.2	1.5656e-06
420.4	1.5366e-06
420.6	1.508e-06
420.8	1.48e-06
421.0	1.4525e-06
421.2	1.4255e-06
421.4	1.3991e-06
421.6	1.3731e-06
421.8	1.3476e-06
422.0	1.3225e-06
422.2	1.298e-06
422.4	1.2739e-06
422.6	1.2585e-06
422.8	1.2569e-06
423.0	1.2552e-06
423.2	1.2536e-06
423.4	1.2519e-06
423.6	1.2503e-06
423.8	1.2486e-06
424.0	1.247e-06
424.2	1.2454e-06
424.4	1.2437e-06
424.6	1.2421e-06
424.8	1.2405e-06
425.0	1.2389e-06
425.2	1.2372e-06
425.4	1.2356e-06
425.6	1.234e-06
425.8	1.2324e-06
426.0	1.2308e-06
426.2	1.2292e-06
426.4	6.8757e-07
426.6	3.6191e-07
426.8	1.905e-07
427.0	1.0027e-07
427.2	1.0027e-07
427.4	1.0027e-07
427.6	1.0027e-07
427.8	1.0027e-07
428.0	1.0027e-07
428.2	1.0027e-07
428.4	1.0027e-07
428.6	1.0027e-07
428.8	1.0027e-07
429.0	1.0027e-07
429.2	1.0027e-07
429.4	1.0027e-07
429.6	1.0027e-07
429.8	1.0027e-07
430.0	1.0027e-07
430.2	1.0027e-07
430.4	1.0027e-07
430.6	1.0027e-07
430.8	1.0027e-07
431.0	1.0027e-07
431.2	1.0027e-07
431.4	1.0027e-07
431.6	1.0027e-07
431.8	1.0027e-07
432.0	1.0027e-07
432.2	1.0027e-07
432.4	1.0027e-07
432.6	1.0027e-07
432.8	1.0027e-07
433.0	1.0027e-07
433.2	1.0027e-07
433.4	1.0027e-07
433.6	1.0027e-07
433.8	1.0027e-07
434.0	1.0027e-07
434.2	1.0027e-07
434.4	1.0027e-07
434.6	1.0027e-07
434.8	1.0027e-07
435.0	1.0027e-07
435.2	1.0027e-07
435.4	1.0027e-07
435.6	1.0027e-07
435.8	1.0027e-07
436.0	1.0027e-07
436.2	1.0027e-07
436.4	1.0027e-07
436.6	1.0027e-07
436.8	1.0027e-07
437.0	1.0027e-07
437.2	1.0027e-07
437.4	1.0027e-07
437.6	1.0027e-07
437.8	1.0027e-07
438.0	1.0027e-07
438.2	1.0027e-07
438.4	1.0027e-07
438.6	1.0027e-07
438.8	1.0027e-07
439.0	1.0027e-07
439.2	1.0027e-07
439.4	1.0027e-07
439.6	1.0027e-07
439.8	1.0027e-07
440.0	1.0027e-07
440.2	1.0027e-07
440.4	1.0027e-07
440.6	1.0027e-07
440.8	1.0027e-07
441.0	1.0027e-07
441.2	1.0027e-07
441.4	1.0027e-07
441.6	1.0027e-07
441.8	1.0027e-07
442.0	1.0027e-07
442.2	1.0027e-07
442.4	1.0027e-07
442.6	1.0027e-07
442.8	1.0027e-07
443.0	1.0027e-07
443.2	1.0027e-07
443.4	1.0027e-07
443.6	1.0027e-07
443.8	1.0027e-07
444.0	1.0027e-07
444.2	1.0027e-07
444.4	1.0027e-07
444.6	1.0027e-07
444.8	1.0027e-07
445.0	1.0027e-07
445.2	1.0027e-07
445.4	1.0027e-07
445.6	1.0027e-07
445.8	1.0027e-07
446.0	1.0027e-07
446.2	1.0027e-07
446.4	1.0027e-07
446.6	1.0027e-07
446.8	1.0027e-07
447.0	1.0027e-07
447.2	1.0027e-07
447.4	1.0027e-07
447.6	1.0027e-07
447.8	1.0027e-07
448.0	1.0027e-07
448.2	1.0027e-07
448.4	1.0027e-07
448.6	1.0027e-07
448.8	1.0027e-07
449.0	1.0027e-07
449.2	1.0027e-07
449.4	1.0027e-07
449.6	1.0027e-07
449.8	1.0027e-07
450.0	1.0027e-07
450.2	1.0027e-07
450.4	1.0027e-07
450.6	1.0027e-07
450.8	1.0027e-07
451.0	1.0027e-07
451.2	1.0027e-07
451.4	1.0027e-07
451.6	1.0027e-07
451.8	1.0027e-07
452.0	1.0027e-07
452.2	1.0027e-07
452.4	1.0027e-07
452.6	1.0027e-07
452.8	1.0027e-07
453.0	1.0027e-07
453.2	1.0027e-07
453.4	1.0027e-07
453.6	1.0027e-07
453.8	1.0027e-07
454.0	1.0027e-07
454.2	1.0027e-07
454.4	1.0027e-07
454.6	1.0027e-07
454.8	1.0027e-07
455.0	1.0027e-07
455.2	1.0027e-07
455.4	1.0027e-07
455.6	1.0027e-07
455.8	1.0027e-07
456.0	1.0027e-07
456.2	9.3464e-08
456.4	8.3594e-08
456.6	7.4766e-08
456.8	6.6871e-08
457.0	5.9809e-08
457.2	5.3493e-08
457.4	4.7844e-08
457.6	4.2792e-08
457.8	3.8273e-08
458.0	3.4231e-08
458.2	3.0617e-08
458.4	2.7383e-08
458.6	2.4492e-08
458.8	2.1905e-08
459.0	1.9592e-08
459.2	1.7523e-08
459.4	1.5673e-08
459.6	1.4018e-08
459.8	1.3037e-08
460.0	1.4577e-08
460.2	1.6299e-08
460.4	1.8225e-08
460.6	2.0378e-08
460.8	2.2785e-08
461.0	2.5477e-08
461.2	2.8487e-08
461.4	3.1852e-08
461.6	3.5615e-08
461.8	3.9822e-08
462.0	4.4527e-08
462.2	4.9787e-08
462.4	5.5669e-08
462.6	6.2245e-08
462.8	6.9599e-08
463.0	7.7821e-08
463.2	8.7014e-08
463.4	9.7294e-08
463.6	1.0027e-07
463.8	1.0027e-07
464.0	1.0027e-07
464.2	1.0027e-07
464.4	1.0027e-07
464.6	1.0027e-07
464.8	1.0027e-07
465.0	1.0027e-07
465.2	1.0027e-07
465.4	1.0027e-07
465.6	1.0027e-07
465.8	1.0027e-07
466.0	1.0027e-07
466.2	1.0027e-07
466.4	1.0027e-07
466.6	1.0027e-07
466.8	1.0027e-07
467.0	1.0027e-07
467.2	1.2569e-07
467.4	2.7038e-07
467.6	5.8163e-07
467.8	1.2512e-06
468.0	2.6914e-06
468.2	2.6025e-06
468.4	2.5166e-06
468.6	2.4335e-06
468.8	2.3531e-06
469.0	2.2754e-06
469.2	2.2002e-06
469.4	2.1276e-06
469.6	2.0573e-06
469.8	1.9894e-06
470.0	1.9237e-06
470.2	1.8601e-06
470.4	1.7987e-06
470.6	1.7292e-06
470.8	1.5819e-06
471.0	1.4471e-06
471.2	1.3238e-06
471.4	1.2111e-06
471.6	1.1079e-06
471.8	1.0135e-06
472.0	9.2717e-07
472.2	8.4818e-07
472.4	7.7593e-07
472.6	7.0983e-07
472.8	6.4936e-07
473.0	5.9404e-07
473.2	5.4343e-07
473.4	4.9714e-07
473.6	4.5479e-07
473.8	4.1604e-07
474.0	3.806e-07
474.2	3.4818e-07
474.4	3.2913e-07
474.6	3.1705e-07
474.8	3.0541e-07
475.0	2.942e-07
475.2	2.8339e-07
475.4	2.7299e-07
475.6	2.6297e-07
475.8	2.5331e-07
476.0	2.4401e-07
476.2	2.3505e-07
476.4	2.2642e-07
476.6	2.1811e-07
476.8	2.101e-07
477.0	2.0239e-07
477.2	1.9496e-07
477.4	1.878e-07
477.6	1.8091e-07
477.8	1.7427e-07
478.0	1.6875e-07
478.2	1.6753e-07
478.4	1.6631e-07
478.6	1.651e-07
478.8	1.6391e-07
479.0	1.6272e-07
479.2	1.6153e-07
479.4	1.6036e-07
479.6	1.592e-07
479.8	1.5804e-07
480.0	1.5689e-07
480.2	1.5575e-07
480.4	1.5462e-07
480.6	1.535e-07
480.8	1.5238e-07
481.0	1.5128e-07
481.2	1.5018e-07
481.4	1.4909e-07
481.6	1.4801e-07
481.8	1.4742e-07
482.0	1.4703e-07
482.2	1.4663e-07
482.4	1.4624e-07
482.6	1.4584e-07
482.8	1.4545e-07
483.0	1.4506e-07
483.2	1.4467e-07
483.4	1.4428e-07
483.6	1.4389e-07
483.8	1.435e-07
484.0	1.4312e-07
484.2	1.4273e-07
484.4	1.4235e-07
484.6	1.4196e-07
484.8	1.4158e-07
485.0	1.412e-07
485.2	1.4082e-07
485.4	1.4014e-07
485.6	1.3872e-07
485.8	1.3731e-07
486.0	1.3592e-07
486.2	1.3454e-07
486.4	1.3317e-07
486.6	1.3182e-07
486.8	1.3049e-07
487.0	1.2916e-07
487.2	1.2785e-07
487.4	1.2655e-07
487.6	1.2527e-07
487.8	1.24e-07
488.0	1.2274e-07
488.2	1.2149e-07
488.4	1.2026e-07
488.6	1.1904e-07
488.8	1.1783e-07
489.0	1.1664e-07
489.2	1.1741e-07
489.4	1.1853e-07
489.6	1.1966e-07
489.8	1.2079e-07
490.0	1.2194e-07
490.2	1.2311e-07
490.4	1.2428e-07
490.6	1.2546e-07
490.8	1.2665e-07
491.0	1.2786e-07
491.2	1.2908e-07
491.4	1.3031e-07
491.6	1.3155e-07
491.8	1.328e-07
492.0	1.3406e-07
492.2	1.3534e-07
492.4	1.3663e-07
492.6	1.3793e-07
492.8	1.3904e-07
493.0	1.3991e-07
493.2	1.4079e-07
493.4	1.4167e-07
493.6	1.4255e-07
493.8	1.4344e-07
494.0	1.4434e-07
494.2	1.4524e-07
494.4	1.4615e-07
494.6	1.4706e-07
494.8	1.4798e-07
495.0	1.4891e-07
495.2	1.4984e-07
495.4	1.5078e-07
495.6	1.5172e-07
495.8	1.5267e-07
496.0	1.5362e-07
496.2	1.5458e-07
496.4	1.5537e-07
496.6	1.4932e-07
496.8	1.4351e-07
497.0	1.3792e-07
497.2	1.3255e-07
497.4	1.2739e-07
497.6	1.2243e-07
497.8	1.1766e-07
498.0	1.1308e-07
498.2	1.0868e-07
498.4	1.0445e-07
498.6	1.0038e-07
498.8	9.6472e-08
499.0	9.2716e-08
499.2	8.9106e-08
499.4	8.5637e-08
499.6	8.2303e-08
499.8	7.9098e-08
500.0	7.6019e-08
500.2	6.0702e-08
500.4	4.8471e-08
500.6	3.8705e-08
500.8	3.0907e-08
501.0	3.1265e-08
501.2	3.1665e-08
501.4	3.207e-08
501.6	3.248e-08
501.8	3.2896e-08
502.0	3.3317e-08
502.2	3.3743e-08
502.4	3.4175e-08
502.6	3.4612e-08
502.8	3.5055e-08
503.0	3.5503e-08
503.2	3.5958e-08
503.4	3.6418e-08
503.6	3.6884e-08
503.8	3.7356e-08
504.0	3.7834e-08
504.2	3.8318e-08
504.4	3.8808e-08
504.6	3.8466e-08
504.8	3.7406e-08
505.0	3.6375e-08
505.2	3.5372e-08
505.4	3.4397e-08
505.6	3.3448e-08
505.8	3.2526e-08
506.0	3.163e-08
506.2	3.0758e-08
506.4	2.991e-08
506.6	2.9085e-08
506.8	2.8283e-08
507.0	2.7504e-08
507.2	2.6745e-08
507.4	2.6008e-08
507.6	2.5291e-08
507.8	2.4594e-08
508.0	2.3916e-08
508.2	2.3354e-08
508.4	2.3932e-08
508.6	2.4524e-08
508.8	2.5131e-08
509.0	2.5752e-08
509.2	2.6389e-08
509.4	2.7042e-08
509.6	2.7711e-08
509.8	2.8396e-08
510.0	2.9099e-08
510.2	2.9819e-08
510.4	3.0556e-08
510.6	3.1312e-08
510.8	3.2086e-08
511.0	3.288e-08
511.2	3.3694e-08
511.4	3.4527e-08
511.6	3.5381e-08
511.8	3.6256e-08
512.0	3.6133e-08
512.2	3.5439e-08
512.4	3.4758e-08
512.6	3.409e-08
512.8	3.3435e-08
513.0	3.2793e-08
513.2	3.2162e-08
513.4	3.1544e-08
513.6	3.0938e-08
513.8	3.0344e-08
514.0	2.9761e-08
514.2	2.9189e-08
514.4	2.8628e-08
514.6	2.8078e-08
514.8	2.7539e-08
515.0	2.7009e-08
515.2	2.649e-08
515.4	2.5981e-08
515.6	2.6242e-08
515.8	2.9705e-08
516.0	3.3625e-08
516.2	3.8062e-08
516.4	4.3085e-08
516.6	4.877e-08
516.8	5.5206e-08
517.0	6.249e-08
517.2	7.0736e-08
517.4	8.0071e-08
517.6	9.0637e-08
517.8	1.026e-07
518.0	1.1614e-07
518.2	1.3146e-07
518.4	1.4881e-07
518.6	1.6844e-07
518.8	1.9067e-07
519.0	2.1583e-07
519.2	2.4431e-07
519.4	2.3334e-07
519.6	2.1242e-07
519.8	1.9338e-07
520.0	1.7605e-07
520.2	1.6027e-07
520.4	1.4591e-07
520.6	1.3283e-07
520.8	1.2093e-07
521.0	1.1009e-07
521.2	1.0022e-07
521.4	9.124e-08
